time,v_cmd,v_wheel_odom,v_TRUE_ground
0.0,0.0,0,0.4985539616346276
0.0,0.0,0,0.5005790850462886
0.0,0.0,0,0.49978250229657645
0.0009999999999763531,0.0,0,0.5007754518167715
0.002999999999985903,0.0,0,0.5005055363192128
0.003999999999962256,0.0,0,0.49854198907961694
0.0049999999999954525,0.0,0,0.5004650766030796
0.005999999999971806,0.0,0.500556360488789,0.49974487042485133
0.007000000000005002,0.0,0.500556360488789,0.5006845277351909
0.007000000000005002,0.0,0.500556360488789,0.5004524347418512
0.009000000000014552,0.0,0.500556360488789,0.4984749122581029
0.009999999999990905,0.0,0.500556360488789,0.5004314351317981
0.010999999999967258,0.0,0.500556360488789,0.4996877783229624
0.012000000000000455,0.0,0.500556360488789,0.5006678453198747
0.012999999999976808,0.0,0.500556360488789,0.5004884768028136
0.014000000000010004,0.0,0.500556360488789,0.5004790712711272
0.014999999999986358,0.0,0.500556360488789,0.49979246587437504
0.014999999999986358,0.0,0.500556360488789,0.49962527576950294
0.016999999999995907,0.0,0.500556360488789,0.5005087210830225
0.01799999999997226,0.0,0.500556360488789,0.49851373054178016
0.019000000000005457,0.0,0.500556360488789,0.500601202950389
0.01999999999998181,0.0,0.500556360488789,0.49980720120995115
0.021000000000015007,0.0,0.500556360488789,0.500682202517085
0.02199999999999136,0.0,0.500556360488789,0.5004341266139408
0.022999999999967713,0.0,0.500556360488789,0.49844843073449946
0.02400000000000091,0.0,0.500556360488789,0.50057928165233
0.024999999999977263,0.0,0.500556360488789,0.49978516803363554
0.02600000000001046,0.0,0.4998523894589923,0.5006208666999071
0.026999999999986812,0.0,0.4998523894589923,0.5004855540749349
0.027999999999963165,0.0,0.4998523894589923,0.49851630609100867
0.028999999999996362,0.0,0.4998523894589923,0.5004852771223218
0.029999999999972715,0.0,0.4998523894589923,0.4997275723184869
0.03100000000000591,0.0,0.4998523894589923,0.5005782057092608
0.031999999999982265,0.0,0.4998523894589923,0.5003984968839105
0.03300000000001546,0.0,0.4998523894589923,0.4983994018708257
0.033999999999991815,0.0,0.4998523894589923,0.5005186379554153
0.03499999999996817,0.0,0.4998523894589923,0.4997088343891854
0.036000000000001364,0.0,0.4998523894589923,0.5004997384328163
0.03699999999997772,0.0,0.4998523894589923,0.5003848657333269
0.038000000000010914,0.0,0.4998523894589923,0.4983848794115992
0.03899999999998727,0.0,0.4998523894589923,0.5005742207253869
0.03999999999996362,0.0,0.4998523894589923,0.4997716914973512
0.04099999999999682,0.0,0.4998523894589923,0.5004852717645264
0.04199999999997317,0.0,0.4998523894589923,0.5004258233567755
0.043000000000006366,0.0,0.4998523894589923,0.4984206345334818
0.043000000000006366,0.0,0.4998523894589923,0.500595432946688
0.045000000000015916,0.0,0.4998523894589923,0.49978459782092743
0.04599999999999227,0.0,0.49984317450162424,0.5004573177782645
0.04699999999996862,0.0,0.49984317450162424,0.5004155594186791
0.04800000000000182,0.0,0.49984317450162424,0.49840895401776053
0.04899999999997817,0.0,0.49984317450162424,0.5005971540796141
