time,v_cmd,v_meas
0.0,0.0,0.0003213181868079641
0.01999999999999602,0.0,0.00029541848686803356
0.03999999999999204,0.0,0.0003083914770926004
0.05999999999998806,0.0,0.00028784380964002075
0.0799999999999983,0.0,0.0002621822099669565
0.09999999999999432,0.0,0.0002756462513648152
0.11999999999999034,0.0,0.00028725219041177336
0.14000000000000057,0.0,0.0002665153113888131
0.1599999999999966,0.0,0.0002819725800364524
0.1799999999999926,0.0,0.0002770662109284837
0.19999999999998863,0.0,0.0003165785378609196
0.21999999999999886,0.0,0.00025708401277524807
0.23999999999999488,0.0,0.0002560425351752406
0.2599999999999909,0.0,0.00023964007451921738
0.28000000000000114,0.0,0.00026090200339255683
0.29999999999999716,0.0,0.0002929661752569838
0.3199999999999932,0.0,0.0002895631466477659
0.3399999999999892,0.0,0.00025503506637700776
0.35999999999999943,0.0,0.00031540888034316315
0.37999999999999545,0.0,0.00027174133495504426
0.3999999999999915,0.0,0.000264631794403888
0.41899999999999693,0.0,0.00028962306239933453
0.4399999999999977,0.0,0.00030365016662904805
0.45999999999999375,0.0,0.0002802350001822722
0.47999999999998977,0.0,0.0002584840655654722
0.5,0.0,0.00022490619570230143
0.5199999999999818,0.0,0.00025528048722458564
0.539999999999992,0.0,0.00028121679075302023
0.5600000000000023,0.0,0.00027771916484399864
0.5790000000000077,0.0,0.0002729953101663878
0.5999999999999943,0.0,0.0002972828363699471
0.6200000000000045,0.0,0.00031623169706542355
0.6399999999999864,0.0,0.0002824511291802336
0.6599999999999966,0.0,0.00029951221972725607
0.6800000000000068,0.0,0.0002703039572229504
0.6999999999999886,0.0,0.000262051985516697
0.7199999999999989,0.0,0.0002847000603022089
0.7399999999999807,0.0,0.0002904348131613847
0.7599999999999909,0.0,0.00028151165763021983
0.7800000000000011,0.0,0.00026218840103452536
0.799999999999983,0.0,0.00026453165850772413
0.8199999999999932,0.0,0.0002653248842652131
0.8400000000000034,0.0,0.00022348998378910856
0.8599999999999852,0.0,0.0002799058124398289
0.8799999999999955,0.0,0.00026908424111124366
0.9000000000000057,0.0,0.00025443974964172865
0.9199999999999875,0.0,0.00029245680810442584
0.9399999999999977,0.0,0.0003234907316324816
0.960000000000008,0.0,0.0002560121337094483
0.9799999999999898,0.0,0.000256540049491061
1.0,0.0,0.0003020599422620047
1.0199999999999818,0.0,0.00033266810653636317
1.039999999999992,0.0,0.0002665961036236166
1.0600000000000023,0.0,0.00028034990623847326
1.079999999999984,0.0,0.0002956538394162176
1.0989999999999895,0.0,0.00025787938637588726
1.1200000000000045,0.0,0.0002374805172363078
1.1389999999999816,0.0,0.00028336468041350796
1.1599999999999966,0.0,0.000300434780120745
1.1800000000000068,0.0,0.00024643662328203373
1.1999999999999886,0.0,0.0003075845783641753
