time,v_cmd,v_meas
0.0,0.0,0.5007465424924116
0.021000000000015007,0.0,0.5003892881655024
0.040000000000020464,0.0,0.4991221013419809
0.060000000000002274,0.0,0.5006615619043044
0.08000000000004093,0.0,0.5013251914150948
0.10000000000002274,0.0,0.49972982709021985
0.12000000000000455,0.0,0.500471324649805
0.13999999999998636,0.0,0.5003449514160255
0.160000000000025,0.0,0.5009872173941958
0.18000000000000682,0.0,0.5006305314337887
0.19999999999998863,0.0,0.49901159033620024
0.22000000000002728,0.0,0.5004770909761942
0.2400000000000091,0.0,0.5003382836129322
0.25900000000001455,0.0,0.5001758158715403
0.28000000000002956,0.0,0.500200704343559
0.30000000000001137,0.0,0.5002022631748857
0.3199999999999932,0.0,0.5002166109406467
0.34000000000003183,0.0,0.5002139700557457
0.36000000000001364,0.0,0.5001054794857488
0.37999999999999545,0.0,0.5004811427822329
0.4000000000000341,0.0,0.5002582629775533
0.4200000000000159,0.0,0.49908201099898636
0.4399999999999977,0.0,0.5009206729605076
0.4600000000000364,0.0,0.5000175368440061
0.4800000000000182,0.0,0.4997052918606689
0.5,0.0,0.5008599401929312
0.5200000000000387,0.0,0.49976221912874724
0.5400000000000205,0.0,0.5013391600352796
0.5590000000000259,0.0,0.4999058947401527
0.5790000000000077,0.0,0.500241202870356
0.6000000000000227,0.0,0.5010870667317395
0.6200000000000045,0.0,0.5001875868476726
0.6399999999999864,0.0,0.49935539444996363
0.660000000000025,0.0,0.5007782471095135
0.6800000000000068,0.0,0.5009724360015727
0.6999999999999886,0.0,0.5000319686729663
0.7200000000000273,0.0,0.49972409885987984
0.7400000000000091,0.0,0.4990679434853604
0.7599999999999909,0.0,0.4999586570859047
0.7789999999999964,0.0,0.5003633078186754
0.8000000000000114,0.0,0.500390840802968
0.8199999999999932,0.0,0.5004249893752466
0.8400000000000318,0.0,0.5007866882229431
0.8600000000000136,0.0,0.4991702179704512
0.8799999999999955,0.0,0.5003112266442135
0.9000000000000341,0.0,0.5006188040275521
0.9190000000000396,0.0,0.49978645737180993
0.9399999999999977,0.0,0.49997752412402224
0.9600000000000364,0.0,0.4998907791516995
0.9800000000000182,0.0,0.5006447137315668
1.0,0.0,0.5001826565767593
1.0190000000000055,0.0,0.5004691964469024
1.0400000000000205,0.0,0.5005489843493905
1.0600000000000023,0.0,0.5005274611518943
1.080000000000041,0.0,0.5004902726501212
1.1000000000000227,0.0,0.5004411082281149
1.1200000000000045,0.0,0.49990774651175757
1.1399999999999864,0.0,0.5017336989565157
1.160000000000025,0.0,0.49965553967159354
1.1800000000000068,0.0,0.5009114646517958
1.1999999999999886,0.0,0.500268261036263
1.2200000000000273,0.0,0.500773351300579
1.240000000000009,0.0,0.5002146172907712
1.259999999999991,0.0,0.4997161401374527
1.2800000000000296,0.0,0.500106265496043
1.3000000000000114,0.0,0.49889733608575426
1.3199999999999932,0.0,0.5004152489523725
1.3400000000000318,0.0,0.5008842389883946
1.3600000000000136,0.0,0.5001882212141349
1.379000000000019,0.0,0.5003956120541475
1.400000000000034,0.0,0.5002703369278487
1.420000000000016,0.0,0.5007708155481558
1.4399999999999977,0.0,0.4997341531310091
1.4600000000000364,0.0,0.49999784484158544
1.4790000000000418,0.0,0.5001558912213834
1.5,0.0,0.5004978771495932
1.5200000000000387,0.0,0.4989996805942268
1.5400000000000205,0.0,0.5010842536320549
1.5600000000000023,0.0,0.49988586163253435
1.580000000000041,0.0,0.4988752806444891
1.6000000000000227,0.0,0.5007152866151222
1.6190000000000282,0.0,0.5011764466337253
1.6399999999999864,0.0,0.5003037488813457
1.660000000000025,0.0,0.5004326717027087
1.6790000000000305,0.0,0.5003960129689894
1.6999999999999886,0.0,0.5006024611332451
1.7200000000000273,0.0,0.49900992878208517
1.740000000000009,0.0,0.5001145359478364
1.759999999999991,0.0,0.4999513928076387
