time,v_cmd,v_wheel_odom,v_TRUE_ground
0.0,0.5,0.0004042765447109371,0.0005568931052610771
0.0,0.5,0.0004042765447109371,-0.00027841744919230313
0.0,0.5,0.0004042765447109371,0.00044622183916354736
0.0,0.5,0.0004042765447109371,0.0003870864552467126
0.0,0.5,0.0004042765447109371,-0.001579797290746815
0.0,0.5,0.0004042765447109371,0.0005394980471991326
0.0,0.5,0.0004042765447109371,-0.0003064101036303364
0.0,0.5,0.0004042765447109371,0.0004966590841352559
0.0,0.5,0.0004042765447109371,0.0004057749994628216
0.0,0.5,0.0004042765447109371,0.013577415064167223
0.0,0.5,0.0004042765447109371,0.007933826016873704
0.001000000000000334,0.5,0.0004042765447109371,0.007917530216380841
0.0019999999999997797,0.5,0.0004042765447109371,0.0026206875515578498
0.0030000000000001137,0.5,0.0004042765447109371,0.001324136690152323
0.004000000000000448,0.5,0.0004042765447109371,-0.002046049222392722
0.004999999999999893,0.5,0.0004042765447109371,-0.004611086493211821
0.006000000000000227,0.5,0.0004042765447109371,-0.007545909450319019
0.007000000000000561,0.5,0.0004042765447109371,-0.009922909889772185
0.008000000000000007,0.5,0.0004042765447109371,-0.00644509226345112
0.009000000000000341,0.5,0.0004042765447109371,-0.0029192329633632667
0.009999999999999787,0.5,0.0004042765447109371,-0.0011351476590168907
0.01100000000000012,0.5,0.0004042765447109371,-0.0011755589866993658
0.012000000000000455,0.5,0.0004042765447109371,0.004281392523030891
0.0129999999999999,0.5,0.0004042765447109371,0.004153869622599886
0.014000000000000234,0.5,0.0004042765447109371,0.0042192167123575
0.015000000000000568,0.5,0.0004042765447109371,0.005133885371927855
0.016000000000000014,0.5,0.0004042765447109371,0.0015819265264078604
0.017000000000000348,0.5,0.0004042765447109371,0.002219906985526589
0.017999999999999794,0.5,0.0004308797360684793,0.00040064876728511183
0.019000000000000128,0.5,0.0004308797360684793,0.0010722097831505507
0.020000000000000462,0.5,0.0004308797360684793,0.0011283394736585188
0.020999999999999908,0.5,0.0004308797360684793,0.001228407157470193
0.02200000000000024,0.5,0.0004308797360684793,0.0016074745902549571
0.023000000000000576,0.5,0.0004308797360684793,0.0022578010635629277
0.02400000000000002,0.5,0.0004308797360684793,0.0024305720294595526
0.025000000000000355,0.5,0.0004308797360684793,0.000472540286303283
0.0259999999999998,0.5,0.0004308797360684793,0.003314434973152481
0.027000000000000135,0.5,0.0004308797360684793,0.0015052422787391606
0.02800000000000047,0.5,0.0004308797360684793,0.004562813493665106
0.028999999999999915,0.5,0.0004308797360684793,0.003090218828279493
0.03000000000000025,0.5,0.0004308797360684793,0.0035188319221170507
0.031000000000000583,0.5,0.0004308797360684793,0.003708487240222467
0.03200000000000003,0.5,0.0004308797360684793,0.0017485082327781951
0.03300000000000036,0.5,0.0004308797360684793,0.003928504307752556
0.03399999999999981,0.5,0.0004308797360684793,0.0032041645907041638
0.03500000000000014,0.5,0.0004308797360684793,0.004268359287806914
